gene,furthest_stage,pu_role
MROH2A,,unlabeled
MROH2B,,unlabeled
MROH5,,unlabeled
MROH6,,unlabeled
MROH7,,unlabeled
MROH7-TTC4,,unlabeled
MROH8,,unlabeled
MROH9,,unlabeled
MRPL1,,unlabeled
MRPL10,,unlabeled
MRPL11,,unlabeled
MRPL12,,unlabeled
MRPL13,,unlabeled
MRPL14,,unlabeled
MRPL15,,unlabeled
MRPL16,,unlabeled
MRPL17,,unlabeled
MRPL18,,unlabeled
MRPL19,,unlabeled
MRPL2,,unlabeled
MRPL20,,unlabeled
MRPL21,,unlabeled
MRPL22,,unlabeled
MRPL23,,unlabeled
MRPL24,,unlabeled
MRPL27,,unlabeled
MRPL28,,unlabeled
MRPL3,,unlabeled
MRPL30,,unlabeled
MRPL32,,unlabeled
MRPL33,,unlabeled
MRPL34,,unlabeled
MRPL35,,unlabeled
MRPL36,,unlabeled
MRPL37,,unlabeled
MRPL38,,unlabeled
MRPL39,,unlabeled
MRPL4,,unlabeled
MRPL40,,unlabeled
MRPL41,,unlabeled
MRPL42,,unlabeled
MRPL43,,unlabeled
MRPL44,,unlabeled
MRPL45,,unlabeled
MRPL46,,unlabeled
MRPL47,,unlabeled
MRPL48,,unlabeled
MRPL49,,unlabeled
MRPL50,,unlabeled
MRPL51,,unlabeled
MRPL52,,unlabeled
MRPL53,,unlabeled
MRPL54,,unlabeled
MRPL55,,unlabeled
MRPL57,,unlabeled
MRPL58,,unlabeled
MRPL9,,unlabeled
MRPS10,,unlabeled
MRPS11,,unlabeled
MRPS12,,unlabeled
MRPS14,,unlabeled
MRPS15,,unlabeled
MRPS16,,unlabeled
MRPS17,,unlabeled
MRPS18A,,unlabeled
MRPS18B,,unlabeled
MRPS18C,,unlabeled
MRPS2,,unlabeled
MRPS21,,unlabeled
MRPS22,,unlabeled
MRPS23,,unlabeled
MRPS24,,unlabeled
MRPS25,,unlabeled
MRPS26,,unlabeled
MRPS27,,unlabeled
MRPS28,,unlabeled
MRPS30,,unlabeled
MRPS31,,unlabeled
MRPS33,,unlabeled
MRPS34,,unlabeled
MRPS35,,unlabeled
KGD4,,unlabeled
MRPS5,,unlabeled
MRPS6,,unlabeled
MRPS7,,unlabeled
MRPS9,,unlabeled
MRRF,,unlabeled
MRS2,,unlabeled
MRTFA,,unlabeled
MRTFB,,unlabeled
MRTO4,,unlabeled
MS4A1,Approved,P
MS4A10,,unlabeled
MS4A12,,unlabeled
MS4A13,,unlabeled
MS4A14,,unlabeled
MS4A15,,unlabeled
MS4A18,,unlabeled
MS4A2,,unlabeled
MS4A3,,unlabeled
MS4A4A,,unlabeled
MS4A4E,,unlabeled
MS4A5,,unlabeled
MS4A6A,,unlabeled
MS4A6E,,unlabeled
MS4A7,,unlabeled
MS4A8,,unlabeled
MSANTD1,,unlabeled
MSANTD2,,unlabeled
MSANTD3,,unlabeled
MSANTD3-TMEFF1,,unlabeled
MSANTD4,,unlabeled
MSC,,unlabeled
MSGN1,,unlabeled
MSH2,,unlabeled
MSH3,,unlabeled
MSH4,,unlabeled
MSH5,,unlabeled
MSH5-SAPCD1,,unlabeled
MSH6,,unlabeled
MSI1,,unlabeled
MSI2,,unlabeled
MSL1,,unlabeled
MSL2,,unlabeled
MSL3,,unlabeled
MSLN,,unlabeled
MSLNL,,unlabeled
MSMB,,unlabeled
MSMO1,,unlabeled
MSMP,,unlabeled
MSN,,unlabeled
MSR1,,unlabeled
MSRA,,unlabeled
MSRB1,,unlabeled
MSRB2,,unlabeled
MSRB3,,unlabeled
MSS51,,unlabeled
MST1,,unlabeled
MST1R,Phase 2,trial_heldout
MSTN,,unlabeled
MSTO1,,unlabeled
MSX1,,unlabeled
MSX2,,unlabeled
MT1A,,unlabeled
MT1B,,unlabeled
MT1E,,unlabeled
MT1F,,unlabeled
MT1G,,unlabeled
MT1H,,unlabeled
MT1HL1,,unlabeled
MT1M,,unlabeled
MT1X,,unlabeled
MT2A,,unlabeled
MT3,,unlabeled
MT4,,unlabeled
MTA1,,unlabeled
MTA2,,unlabeled
MTA3,,unlabeled
MTAP,,unlabeled
MTARC1,,unlabeled
MTARC2,,unlabeled
MTBP,,unlabeled
MTCH1,,unlabeled
MTCH2,,unlabeled
MTCL1,,unlabeled
MTCP1,,unlabeled
MTDH,,unlabeled
MTERF1,,unlabeled
MTERF2,,unlabeled
MTERF3,,unlabeled
MTERF4,,unlabeled
MTF1,,unlabeled
MTF2,,unlabeled
MTFMT,,unlabeled
MTFP1,,unlabeled
MTFR1,,unlabeled
MTFR1L,,unlabeled
MTFR2,,unlabeled
MTG1,,unlabeled
MTG2,,unlabeled
MTHFD1,,unlabeled
MTHFD1L,,unlabeled
MTHFD2,,unlabeled
MTHFD2L,,unlabeled
MTHFR,,unlabeled
MTHFS,,unlabeled
MTHFSD,,unlabeled
MTIF2,,unlabeled
MTIF3,,unlabeled
MTM1,,unlabeled
MTMR1,,unlabeled
MTMR10,,unlabeled
MTMR11,,unlabeled
MTMR12,,unlabeled
MTMR14,,unlabeled
MTMR2,,unlabeled
MTMR3,,unlabeled
MTMR4,,unlabeled
MTMR6,,unlabeled
MTMR7,,unlabeled
MTMR8,,unlabeled
MTMR9,,unlabeled
MTNR1A,Phase 2,trial_heldout
MTNR1B,Phase 2,trial_heldout
MTO1,,unlabeled
MTOR,Phase 2,trial_heldout
MTPAP,,unlabeled
MTPN,,unlabeled
MTR,,unlabeled
MTRES1,,unlabeled
MTREX,,unlabeled
MTRF1,,unlabeled
MTRF1L,,unlabeled
MTRFR,,unlabeled
MTRNR2L1,,unlabeled
MTRNR2L10,,unlabeled
MTRNR2L12,,unlabeled
MTRNR2L13,,unlabeled
MTRNR2L3,,unlabeled
MTRNR2L4,,unlabeled
MTRNR2L5,,unlabeled
MTRNR2L6,,unlabeled
MTRNR2L7,,unlabeled
MTRNR2L8,,unlabeled
MTRR,,unlabeled
MTSS1,,unlabeled
MTSS2,,unlabeled
MTTP,,unlabeled
MTURN,,unlabeled
MTUS1,,unlabeled
MTUS2,,unlabeled
MTX1,,unlabeled
MTX2,,unlabeled
MTX3,,unlabeled
MUC1,Phase 2,trial_heldout
MUC12,,unlabeled
MUC13,,unlabeled
MUC15,,unlabeled
MUC16,,unlabeled
MUC17,,unlabeled
MUC19,,unlabeled
MUC2,,unlabeled
MUC20,,unlabeled
MUC21,,unlabeled
MUC22,,unlabeled
MUC3A,,unlabeled
MUC4,,unlabeled
MUC5AC,,unlabeled
MUC5B,,unlabeled
MUC6,,unlabeled
MUC7,,unlabeled
MUCL1,,unlabeled
MUCL3,,unlabeled
MUL1,,unlabeled
MUS81,,unlabeled
MUSK,,unlabeled
MUSTN1,,unlabeled
MUTYH,,unlabeled
MVB12A,,unlabeled
MVB12B,,unlabeled
MVD,,unlabeled
MVK,,unlabeled
MVP,,unlabeled
MX1,,unlabeled
MX2,,unlabeled
MXD1,,unlabeled
MXD3,,unlabeled
MXD4,,unlabeled
MXI1,,unlabeled
MXRA5,,unlabeled
MXRA7,,unlabeled
MXRA8,,unlabeled
MYADM,,unlabeled
MYADML2,,unlabeled
MYB,,unlabeled
MYBBP1A,,unlabeled
MYBL1,,unlabeled
MYBL2,,unlabeled
MYBPC1,,unlabeled
MYBPC2,,unlabeled
MYBPC3,,unlabeled
MYBPH,,unlabeled
MYBPHL,,unlabeled
MYC,,unlabeled
MYCBP,,unlabeled
MYCBP2,,unlabeled
MYCBPAP,,unlabeled
MYCL,,unlabeled
MYCN,,unlabeled
MYCT1,,unlabeled
MYD88,,unlabeled
MYDGF,,unlabeled
MYEF2,,unlabeled
MYEOV,,unlabeled
MYF5,,unlabeled
MYF6,,unlabeled
MYG1,,unlabeled
MYH1,,unlabeled
MYH10,,unlabeled
MYH11,,unlabeled
MYH13,,unlabeled
MYH14,,unlabeled
MYH15,,unlabeled
MYH2,,unlabeled
MYH3,,unlabeled
MYH4,,unlabeled
MYH6,,unlabeled
MYH7,,unlabeled
MYH7B,,unlabeled
MYH8,,unlabeled
MYH9,,unlabeled
MYL1,,unlabeled
MYL10,,unlabeled
MYL12A,,unlabeled
MYL12B,,unlabeled
MYL2,,unlabeled
MYL3,,unlabeled
MYL4,,unlabeled
MYL5,,unlabeled
MYL6,,unlabeled
MYL6B,,unlabeled
MYL7,,unlabeled
MYL9,,unlabeled
MYLIP,,unlabeled
MYLK,,unlabeled
MYLK2,,unlabeled
MYLK3,,unlabeled
MYLK4,,unlabeled
MYL11,,unlabeled
MYMK,,unlabeled
MYNN,,unlabeled
MYO10,,unlabeled
MYO15A,,unlabeled
MYO15B,,unlabeled
MYO16,,unlabeled
MYO18A,,unlabeled
MYO18B,,unlabeled
MYO19,,unlabeled
MYO1A,,unlabeled
MYO1B,,unlabeled
MYO1C,,unlabeled
MYO1D,,unlabeled
MYO1E,,unlabeled
MYO1F,,unlabeled
MYO1G,,unlabeled
MYO1H,,unlabeled
MYO3A,,unlabeled
MYO3B,,unlabeled
MYO5A,,unlabeled
MYO5B,,unlabeled
MYO5C,,unlabeled
MYO6,,unlabeled
MYO7A,,unlabeled
MYO7B,,unlabeled
MYO9A,,unlabeled
MYO9B,,unlabeled
MYOC,,unlabeled
MYOCD,,unlabeled
MYOD1,,unlabeled
MYOF,,unlabeled
MYOG,,unlabeled
MYOM1,,unlabeled
MYOM2,,unlabeled
MYOM3,,unlabeled
MYORG,,unlabeled
MYOT,,unlabeled
MYOZ1,,unlabeled
MYOZ2,,unlabeled
MYOZ3,,unlabeled
MYPN,,unlabeled
MYPOP,,unlabeled
MYRF,,unlabeled
MYRFL,,unlabeled
MYRIP,,unlabeled
MYSM1,,unlabeled
MYT1,,unlabeled
MYT1L,,unlabeled
MYZAP,,unlabeled
MZB1,,unlabeled
MZF1,,unlabeled
MZT1,,unlabeled
MZT2A,,unlabeled
MZT2B,,unlabeled
N4BP1,,unlabeled
N4BP2,,unlabeled
N4BP2L1,,unlabeled
N4BP2L2,,unlabeled
N4BP3,,unlabeled
HEMK2,,unlabeled
NAA10,,unlabeled
NAA11,,unlabeled
NAA15,,unlabeled
NAA16,,unlabeled
NAA20,,unlabeled
NAA25,,unlabeled
NAA30,,unlabeled
NAA35,,unlabeled
NAA38,,unlabeled
NAA40,,unlabeled
NAA50,,unlabeled
NAA60,,unlabeled
NAA80,,unlabeled
NAAA,,unlabeled
NAALAD2,,unlabeled
NAALADL1,,unlabeled
NAALADL2,,unlabeled
NAB1,,unlabeled
NAB2,,unlabeled
NABP1,,unlabeled
NABP2,,unlabeled
NACA,,unlabeled
NACA2,,unlabeled
NACAD,,unlabeled
NACC1,,unlabeled
NACC2,,unlabeled
NADK,,unlabeled
NADK2,,unlabeled
NADSYN1,,unlabeled
NAE1,Phase 3,trial_heldout
NAF1,,unlabeled
NAGA,,unlabeled
NAGK,,unlabeled
NAGLU,,unlabeled
NAGPA,,unlabeled
NAGS,,unlabeled
NAIF1,,unlabeled
NAIP,,unlabeled
NALCN,,unlabeled
NALF1,,unlabeled
NALF2,,unlabeled
NAMPT,Phase 2,trial_heldout
NANOG,,unlabeled
NANOGNB,,unlabeled
NANOGP8,,unlabeled
NANOS1,,unlabeled
NANOS2,,unlabeled
NANOS3,,unlabeled
NANP,,unlabeled
NANS,,unlabeled
NAP1L1,,unlabeled
NAP1L2,,unlabeled
NAP1L3,,unlabeled
NAP1L4,,unlabeled
NAP1L5,,unlabeled
NAPA,,unlabeled
NAPB,,unlabeled
NAPEPLD,,unlabeled
NAPG,,unlabeled
NAPRT,,unlabeled
NAPSA,,unlabeled
NARF,,unlabeled
NARS1,,unlabeled
NARS2,,unlabeled
NASP,,unlabeled
NAT1,,unlabeled
NAT10,,unlabeled
NAT14,,unlabeled
NAT16,,unlabeled
NAT2,,unlabeled
NAT8,,unlabeled
NAT8B,,unlabeled
ASPNAT,,unlabeled
NAT9,,unlabeled
NATD1,,unlabeled
NAV1,,unlabeled
NAV2,,unlabeled
NAV3,,unlabeled
NAXD,,unlabeled
NAXE,,unlabeled
NBAS,,unlabeled
NBEA,,unlabeled
NBEAL1,,unlabeled
NBEAL2,,unlabeled
NBL1,,unlabeled
NBN,,unlabeled
NBPF1,,unlabeled
NBPF10,,unlabeled
NBPF11,,unlabeled
NBPF12,,unlabeled
NBPF14,,unlabeled
NBPF15,,unlabeled
NBPF19,,unlabeled
NBPF20,,unlabeled
NBPF26,,unlabeled
NBPF3,,unlabeled
NBPF4,,unlabeled
NBPF6,,unlabeled
NBPF9,,unlabeled
NBR1,,unlabeled
NCALD,,unlabeled
NCAM1,Phase 1,trial_heldout
NCAM2,,unlabeled
NCAN,,unlabeled
NCAPD2,,unlabeled
NCAPD3,,unlabeled
NCAPG,,unlabeled
NCAPG2,,unlabeled
NCAPH,,unlabeled
NCAPH2,,unlabeled
NCBP1,Phase 3,trial_heldout
NCBP2,Phase 3,trial_heldout
NCBP2AS2,,unlabeled
NCBP2L,,unlabeled
NCBP3,,unlabeled
NCCRP1,,unlabeled
NCDN,,unlabeled
NCEH1,,unlabeled
NCF1,,unlabeled
NCF2,,unlabeled
NCF4,,unlabeled
NCK1,,unlabeled
NCK2,,unlabeled
NCKAP1,,unlabeled
NCKAP1L,,unlabeled
NCKAP5,,unlabeled
NCKAP5L,,unlabeled
NCKIPSD,,unlabeled
NUCLEOLIN,,unlabeled
NCLN,,unlabeled
NCMAP,,unlabeled
NCOA1,,unlabeled
NCOA2,,unlabeled
NCOA3,,unlabeled
NCOA4,,unlabeled
NCOA5,,unlabeled
NCOA6,,unlabeled
NCOA7,,unlabeled
NCOR1,,unlabeled
NCOR2,,unlabeled
NCR1,,unlabeled
NCR2,,unlabeled
NCR3,,unlabeled
NCR3LG1,,unlabeled
NCS1,,unlabeled
NCSTN,Phase 2,trial_heldout
NDC1,,unlabeled
NDC80,,unlabeled
NDE1,,unlabeled
NDEL1,,unlabeled
NDFIP1,,unlabeled
NDFIP2,,unlabeled
NDN,,unlabeled
NDNF,,unlabeled
NDOR1,,unlabeled
NDP,,unlabeled
NDRG1,,unlabeled
NDRG2,,unlabeled
NDRG3,,unlabeled
NDRG4,,unlabeled
NDST1,,unlabeled
NDST2,,unlabeled
NDST3,,unlabeled
NDST4,,unlabeled
NDUFA1,Phase 3,trial_heldout
NDUFA10,Phase 3,trial_heldout
NDUFA11,Phase 3,trial_heldout
NDUFA12,Phase 3,trial_heldout
NDUFA13,Phase 3,trial_heldout
NDUFA2,Phase 3,trial_heldout
NDUFA3,Phase 3,trial_heldout
COXFA4,Phase 3,trial_heldout
COXFA4L2,Phase 3,trial_heldout
NDUFA5,Phase 3,trial_heldout
NDUFA6,Phase 3,trial_heldout
NDUFA7,Phase 3,trial_heldout
NDUFA8,Phase 3,trial_heldout
NDUFA9,Phase 3,trial_heldout
NDUFAB1,Phase 3,trial_heldout
NDUFAF1,Phase 3,trial_heldout
NDUFAF2,Phase 3,trial_heldout
NDUFAF3,Phase 3,trial_heldout
NDUFAF4,Phase 3,trial_heldout
NDUFAF5,,unlabeled
NDUFAF6,,unlabeled
NDUFAF7,,unlabeled
NDUFAF8,,unlabeled
NDUFB1,Phase 3,trial_heldout
NDUFB10,Phase 3,trial_heldout
NDUFB11,Phase 3,trial_heldout
NDUFB2,Phase 3,trial_heldout
NDUFB3,Phase 3,trial_heldout
NDUFB4,Phase 3,trial_heldout
NDUFB5,Phase 3,trial_heldout
NDUFB6,Phase 3,trial_heldout
NDUFB7,Phase 3,trial_heldout
NDUFB8,Phase 3,trial_heldout
NDUFB9,Phase 3,trial_heldout
NDUFC1,Phase 3,trial_heldout
NDUFC2,Phase 3,trial_heldout
NDUFC2-KCTD14,,unlabeled
NDUFS1,Phase 3,trial_heldout
NDUFS2,Phase 3,trial_heldout
NDUFS3,Phase 3,trial_heldout
NDUFS4,Phase 3,trial_heldout
NDUFS5,Phase 3,trial_heldout
NDUFS6,Phase 3,trial_heldout
NDUFS7,Phase 3,trial_heldout
NDUFS8,Phase 3,trial_heldout
NDUFV1,Phase 3,trial_heldout
NDUFV2,Phase 3,trial_heldout
NDUFV3,Phase 3,trial_heldout
NEB,,unlabeled
NEBL,,unlabeled
NECAB1,,unlabeled
NECAB2,,unlabeled
NECAB3,,unlabeled
NECAP1,,unlabeled
NECAP2,,unlabeled
NECTIN1,,unlabeled
NECTIN2,,unlabeled
NECTIN3,,unlabeled
NECTIN4,,unlabeled
NEDD1,,unlabeled
NEDD4,,unlabeled
NEDD4L,,unlabeled
NEDD8,,unlabeled
NEDD8-MDP1,,unlabeled
NEDD9,,unlabeled
NEFH,,unlabeled
NEFL,,unlabeled
NEFM,,unlabeled
NEGR1,,unlabeled
NEIL1,,unlabeled
NEIL2,,unlabeled
NEIL3,,unlabeled
NEK1,,unlabeled
NEK10,,unlabeled
NEK11,,unlabeled
NEK2,,unlabeled
NEK3,,unlabeled
NEK4,,unlabeled
NEK5,,unlabeled
NEK6,,unlabeled
NEK7,,unlabeled
NEK8,,unlabeled
NEK9,,unlabeled
NELFA,,unlabeled
NELFB,,unlabeled
NELFCD,,unlabeled
NELFE,,unlabeled
NELL1,,unlabeled
NELL2,,unlabeled
NEMF,,unlabeled
NEMP1,,unlabeled
NEMP2,,unlabeled
NENF,,unlabeled
NEO1,,unlabeled
RMP64,,unlabeled
NES,,unlabeled
NET1,,unlabeled
NETO1,,unlabeled
NETO2,,unlabeled
NEU1,,unlabeled
NEU2,,unlabeled
NEU3,,unlabeled
NEU4,,unlabeled
NEURL1,,unlabeled
NEURL1B,,unlabeled
NEURL2,,unlabeled
NEURL3,,unlabeled
NEURL4,,unlabeled
NEUROD1,,unlabeled
NEUROD2,,unlabeled
NEUROD4,,unlabeled
NEUROD6,,unlabeled
NEUROG1,,unlabeled
NEUROG2,,unlabeled
NEUROG3,,unlabeled
NEXMIF,,unlabeled
NEXN,,unlabeled
NF1,,unlabeled
NF2,,unlabeled
NFAM1,,unlabeled
NFASC,,unlabeled
NFAT5,,unlabeled
NFATC1,,unlabeled
NFATC2,,unlabeled
NFATC2IP,,unlabeled
NFATC3,,unlabeled
NFATC4,,unlabeled
NFE2,,unlabeled
NFE2L1,,unlabeled
NFE2L2,Phase 3,trial_heldout
NFE2L3,,unlabeled
NFIA,,unlabeled
NFIB,,unlabeled
NFIC,,unlabeled
NFIL3,,unlabeled
NFIX,,unlabeled
NFKB1,,unlabeled
NFKB2,,unlabeled
NFKBIA,,unlabeled
NFKBIB,,unlabeled
NFKBID,,unlabeled
NFKBIE,,unlabeled
NFKBIL1,,unlabeled
NFKBIZ,,unlabeled
NFRKB,,unlabeled
NFS1,,unlabeled
NFU1,,unlabeled
NFX1,,unlabeled
NFXL1,,unlabeled
NFYA,,unlabeled
NFYB,,unlabeled
NFYC,,unlabeled
NGB,,unlabeled
NGDN,,unlabeled
NGEF,,unlabeled
NGF,,unlabeled
NGFR,,unlabeled
NGLY1,,unlabeled
NGRN,,unlabeled
NHEJ1,,unlabeled
NHLH1,,unlabeled
NHLH2,,unlabeled
NHLRC1,,unlabeled
NHLRC2,,unlabeled
NHLRC3,,unlabeled
NHLRC4,,unlabeled
NHP2,,unlabeled
NHS,,unlabeled
NHSL1,,unlabeled
NHSL2,,unlabeled
NIBAN1,,unlabeled
NIBAN2,,unlabeled
NIBAN3,,unlabeled
NICN1,,unlabeled
NID1,,unlabeled
NID2,,unlabeled
NIF3L1,,unlabeled
NIFK,,unlabeled
NIM1K,,unlabeled
NIN,,unlabeled
NINJ1,,unlabeled
NINJ2,,unlabeled
NINL,,unlabeled
NIP7,,unlabeled
NIPA1,,unlabeled
NIPA2,,unlabeled
NIPAL1,,unlabeled
NIPAL2,,unlabeled
NIPAL3,,unlabeled
NIPAL4,,unlabeled
NIPBL,,unlabeled
NIPSNAP1,,unlabeled
NIPSNAP2,,unlabeled
NIPSNAP3A,,unlabeled
NIPSNAP3B,,unlabeled
NISCH,,unlabeled
NIT1,,unlabeled
NIT2,,unlabeled
NKAIN1,,unlabeled
NKAIN2,,unlabeled
NKAIN3,,unlabeled
NKAIN4,,unlabeled
NKAP,,unlabeled
NKAPD1,,unlabeled
NKAPL,,unlabeled
NKD1,,unlabeled
NKD2,,unlabeled
NKG7,,unlabeled
NKIRAS1,,unlabeled
NKIRAS2,,unlabeled
NKPD1,,unlabeled
NKRF,,unlabeled
NKTR,,unlabeled
NKX1-1,,unlabeled
NKX1-2,,unlabeled
NKX2-1,,unlabeled
NKX2-2,,unlabeled
NKX2-3,,unlabeled
NKX2-4,,unlabeled
NKX2-5,,unlabeled
NKX2-6,,unlabeled
NKX2-8,,unlabeled
NKX3-1,,unlabeled
NKX3-2,,unlabeled
NKX6-1,,unlabeled
NKX6-2,,unlabeled
NKX6-3,,unlabeled
NLE1,,unlabeled
NLGN1,,unlabeled
NLGN2,,unlabeled
NLGN3,,unlabeled
NLGN4X,,unlabeled
NLGN4Y,,unlabeled
NLK,,unlabeled
NLN,,unlabeled
NLRC3,,unlabeled
NLRC4,,unlabeled
NLRC5,,unlabeled
NLRP1,,unlabeled
NLRP10,,unlabeled
NLRP11,,unlabeled
NLRP12,,unlabeled
NLRP13,,unlabeled
NLRP14,,unlabeled
NLRP2,,unlabeled
NLRP2B,,unlabeled
NLRP3,,unlabeled
NLRP4,,unlabeled
NLRP5,,unlabeled
NLRP6,,unlabeled
NLRP7,,unlabeled
NLRP8,,unlabeled
NLRP9,,unlabeled
NLRX1,,unlabeled
NMB,,unlabeled
NMBR,,unlabeled
NMD3,,unlabeled
NME1,,unlabeled
NME1-NME2,,unlabeled
NME2,,unlabeled
NME3,,unlabeled
NME4,,unlabeled
NME5,,unlabeled
NME6,,unlabeled
NME7,,unlabeled
NME8,,unlabeled
NME9,,unlabeled
NMI,,unlabeled
NMNAT1,,unlabeled
NMNAT2,,unlabeled
NMNAT3,,unlabeled
NMRAL1,,unlabeled
NMRK1,,unlabeled
NMRK2,,unlabeled
NMS,,unlabeled
NMT1,,unlabeled
NMT2,,unlabeled
NMU,,unlabeled
NMUR1,,unlabeled
NMUR2,,unlabeled
NNAT,,unlabeled
NNMT,,unlabeled
NNT,,unlabeled
NOA1,,unlabeled
NOB1,,unlabeled
NOBOX,,unlabeled
NOC2L,,unlabeled
NOC3L,,unlabeled
NOC4L,,unlabeled
NOCT,,unlabeled
NOD1,,unlabeled
NOD2,,unlabeled
NODAL,,unlabeled
NOG,,unlabeled
NOL10,,unlabeled
NOL11,,unlabeled
NOL12,,unlabeled
NOL3,,unlabeled
NOL4,,unlabeled
NOL4L,,unlabeled
NOL6,,unlabeled
NOL7,,unlabeled
NOL8,,unlabeled
NOL9,,unlabeled
NOLC1,,unlabeled
NOM1,,unlabeled
NOMO1,,unlabeled
NOMO2,,unlabeled
NOMO3,,unlabeled
NONO,,unlabeled
NOP10,,unlabeled
NOP14,,unlabeled
NOP16,,unlabeled
NOP2,,unlabeled
NOP53,,unlabeled
NOP56,,unlabeled
NOP58,,unlabeled
NOP9,,unlabeled
NOPCHAP1,,unlabeled
NOS1,Phase 1,trial_heldout
NOS1AP,,unlabeled
NOS2,Phase 2,trial_heldout
NOS3,Phase 1,trial_heldout
NOSIP,,unlabeled
NOSTRIN,,unlabeled
NOTCH1,,unlabeled
NOTCH2,,unlabeled
NOTCH2NLA,,unlabeled
NOTCH2NLB,,unlabeled
NOTCH2NLC,,unlabeled
NOTCH2NLR,,unlabeled
NOTCH3,,unlabeled
NOTCH4,,unlabeled
NOTO,,unlabeled
NOTUM,,unlabeled
NOVA1,,unlabeled
NOVA2,,unlabeled
NOX1,,unlabeled
NOX3,,unlabeled
NOX4,,unlabeled
NOX5,,unlabeled
NOXA1,,unlabeled
NOXO1,,unlabeled
NOXRED1,,unlabeled
NPAP1,,unlabeled
NPAS1,,unlabeled
NPAS2,,unlabeled
NPAS3,,unlabeled
NPAS4,,unlabeled
NPAT,,unlabeled
NPB,,unlabeled
NPBWR1,,unlabeled
NPBWR2,,unlabeled
NPC1,,unlabeled
NPC1L1,Phase 2,trial_heldout
NPC2,,unlabeled
NPDC1,,unlabeled
NPEPL1,Phase 2,trial_heldout
NPEPPS,Phase 2,trial_heldout
NPFF,,unlabeled
NPFFR1,,unlabeled
NPFFR2,,unlabeled
NPHP1,,unlabeled
NPHP3,,unlabeled
NPHP3-ACAD11,,unlabeled
NPHP4,,unlabeled
NPHS1,,unlabeled
NPHS2,,unlabeled
NPIPA1,,unlabeled
NPIPA2,,unlabeled
NPIPA3,,unlabeled
NPIPA5,,unlabeled
NPIPA7,,unlabeled
NPIPA8,,unlabeled
NPIPA9,,unlabeled
NPIPB11,,unlabeled
NPIPB12,,unlabeled
NPIPB13,,unlabeled
NPIPB15,,unlabeled
NPIPB2,,unlabeled
NPIPB3,,unlabeled
NPIPB4,,unlabeled
NPIPB5,,unlabeled
NPIPB6,,unlabeled
NPIPB7,,unlabeled
NPIPB8,,unlabeled
NPIPB9,,unlabeled
NPL,,unlabeled
NPLOC4,,unlabeled
NPM1,Phase 2,trial_heldout
NPM2,,unlabeled
NPM3,,unlabeled
NPNT,,unlabeled
NPPA,,unlabeled
NPPB,,unlabeled
NPPC,,unlabeled
NPR1,,unlabeled
NPR2,Phase 2,trial_heldout
NPR3,,unlabeled
NPRL2,,unlabeled
NPRL3,,unlabeled
NPS,,unlabeled
NPSR1,,unlabeled
NPTN,,unlabeled
NPTX1,,unlabeled
NPTX2,,unlabeled
NPTXR,,unlabeled
NPVF,,unlabeled
NPW,,unlabeled
NPY,,unlabeled
NPY1R,,unlabeled
NPY2R,,unlabeled
NPY4R,,unlabeled
NPY4R2,,unlabeled
NPY5R,,unlabeled
NQO1,,unlabeled
NQO2,,unlabeled
NR0B1,,unlabeled
NR0B2,,unlabeled
NR1D1,,unlabeled
NR1D2,,unlabeled
NR1H2,Phase 2,trial_heldout
NR1H3,Phase 2,trial_heldout
NR1H4,Phase 3,trial_heldout
NR1I2,,unlabeled
NR1I3,,unlabeled
NR2C1,,unlabeled
NR2C2,,unlabeled
NR2C2AP,,unlabeled
NR2E1,,unlabeled
NR2E3,,unlabeled
NR2F1,,unlabeled
NR2F2,,unlabeled
NR2F6,,unlabeled
NR3C1,Approved,P
NR3C2,Phase 3,trial_heldout
NR4A1,,unlabeled
NR4A2,,unlabeled
NR4A3,,unlabeled
NR5A1,,unlabeled
NR5A2,,unlabeled
NR6A1,,unlabeled
NRAP,,unlabeled
NRARP,,unlabeled
NRAS,,unlabeled
NRBF2,,unlabeled
NRBP1,,unlabeled
NRBP2,,unlabeled
NRCAM,,unlabeled
NRDC,,unlabeled
NRDE2,,unlabeled
NREP,,unlabeled
NRF1,,unlabeled
NRG1,,unlabeled
NRG2,,unlabeled
NRG3,,unlabeled
NRG4,,unlabeled
NRGN,,unlabeled
NRIP1,,unlabeled
NRIP2,,unlabeled
NRIP3,,unlabeled
NRK,,unlabeled
NRL,,unlabeled
NRM,,unlabeled
NRN1,,unlabeled
NRN1L,,unlabeled
NRP1,,unlabeled
NRP2,,unlabeled
NRROS,,unlabeled
NRSN1,,unlabeled
NRSN2,,unlabeled
NRTN,,unlabeled
NRXN1,,unlabeled
NRXN2,,unlabeled
NRXN3,,unlabeled
NSA2,,unlabeled
NSD1,,unlabeled
NSD2,,unlabeled
NSD3,,unlabeled
NSDHL,,unlabeled
NSF,,unlabeled
NSFL1C,,unlabeled
NSG1,,unlabeled
NSG2,,unlabeled
NSL1,,unlabeled
NSMAF,,unlabeled
NSMCE1,,unlabeled
NSMCE2,,unlabeled
NSMCE3,,unlabeled
NSMCE4A,,unlabeled
NSMF,,unlabeled
NSRP1,,unlabeled
NSUN2,,unlabeled
NSUN3,,unlabeled
NSUN4,,unlabeled
NSUN5,,unlabeled
NSUN6,,unlabeled
NSUN7,,unlabeled
NT5C,,unlabeled
NT5C1A,,unlabeled
