gene	gene_id	chromosome	lof.oe_ci.upper	mis.z_score	IEI	gwas_score	gene_burden_score									
OR52B2	ENSG00000255307	chr11	1.90E+00	-1.21E+00	0	0	0									
OR52B4	ENSG00000221996	chr11	NA	-1.36E+00	0	0	0									
OR52B6	ENSG00000187747	chr11	NA	-3.38E-01	0	0	0									
OR52D1	ENSG00000181609	chr11	NA	-7.12E-01	0	0	0									
OR52E2	ENSG00000176787	chr11	NA	-8.31E-01	0	0	0									
OR52E4	ENSG00000180974	chr11	NA	-1.31E+00	0	0	0									
OR52E6	ENSG00000205409	chr11	NA	-8.18E-01	0	0	0									
OR52E8	ENSG00000183269	chr11	NA	-1.46E+00	0	0	0									
OR52H1	ENSG00000181616	chr11	NA	2.86E-01	0	0	0									
OR52I1	ENSG00000232268	chr11	NA	1.22E+00	0	0	0									
OR52I2	ENSG00000226288	chr11	NA	1.11E+00	0	0.111493	0									
OR52J3	ENSG00000205495	chr11	NA	-1.24E+00	0	0	0									
OR52K1	ENSG00000196778	chr11	1.95E+00	-7.22E-01	0	0	0									
OR52K2	ENSG00000181963	chr11	1.49E+00	-1.54E+00	0	0	0									
OR52L1	ENSG00000183313	chr11	1.44E+00	-7.91E-02	0	0	0									
OR52M1	ENSG00000197790	chr11	5.01E+00	-3.85E+00	0	0	0									
OR52N1	ENSG00000181001	chr11	1.31E+00	-3.49E-01	0	0	0									
OR52N2	ENSG00000180988	chr11	NA	-3.94E+00	0	0	0									
OR52N4	ENSG00000181074	chr11	1.54E+00	-5.80E-01	0	0	0									
OR52N5	ENSG00000181009	chr11	1.20E+00	8.96E-01	0	0	0									
OR52R1	ENSG00000279270	chr11	NA	-7.92E-01	0	0	0									
OR52W1	ENSG00000175485	chr11	NA	-5.64E-01	0	0	0									
OR56A1	ENSG00000180934	chr11	NA	4.58E-01	0	0	0									
OR56A3	ENSG00000184478	chr11	1.87E+00	3.09E-01	0	0	0									
OR56A4	ENSG00000183389	chr11	1.15E+00	-9.03E-02	0	0	0									
OR56A5	ENSG00000188691	chr11	1.23E+00	-1.35E-01	0	0	0									
OR56B1	ENSG00000181023	chr11	1.81E+00	-1.20E+00	0	0	0									
OR56B4	ENSG00000180919	chr11	NA	-1.36E+00	0	0	0									
OR5A1	ENSG00000172320	chr11	1.76E+00	8.02E-02	0	0	0									
OR5A2	ENSG00000172324	chr11	NA	-1.52E-01	0	0	0									
OR5AC1	ENSG00000213439	chr3	NA	-3.76E+00	0	0.043398	0									
OR5AC2	ENSG00000196578	chr3	NA	-1.60E+00	0	0.04313	0									
OR5AK2	ENSG00000181273	chr11	NA	-1.60E+00	0	0.355998	0									
OR5AK3P	ENSG00000181282	chr11	NA	-4.56E+00	0	0.040035	0									
OR5AN1	ENSG00000176495	chr11	NA	-2.38E+00	0	0	0									
OR5AP2	ENSG00000172464	chr11	NA	-6.58E-01	0	0	0									
OR5AR1	ENSG00000172459	chr11	2.27E+00	-1.18E+00	0	0.107817	0									
OR5AS1	ENSG00000181785	chr11	NA	-2.50E+00	0	0	0									
OR5AU1	ENSG00000169327	chr14	NA	-9.00E-01	0	0	0									
OR5B12	ENSG00000172362	chr11	NA	-9.01E-01	0	0.10113	0									
OR5B17	ENSG00000197786	chr11	NA	-1.43E+00	0	0	0									
OR5B2	ENSG00000172365	chr11	NA	-9.79E-01	0	0.058708	0									
OR5B21	ENSG00000198283	chr11	NA	8.21E-02	0	0	0									
OR5B3	ENSG00000172769	chr11	NA	-1.20E+00	0	0	0									
OR5C1	ENSG00000148215	chr9	NA	-1.34E-01	0	0	0									
OR5D13	ENSG00000279761	chr11	NA	-2.16E+00	0	0	0									
OR5D14	ENSG00000186113	chr11	NA	-1.99E+00	0	0	0									
OR5D16	ENSG00000205029	chr11	NA	-1.99E+00	0	0	0									
OR5D18	ENSG00000186119	chr11	NA	-5.94E-01	0	0	0									
OR5D3	ENSG00000186886	chr11	NA	-3.27E+00	0	0	0									
OR5F1	ENSG00000149133	chr11	NA	-1.31E+00	0	0	0									
OR5H1	ENSG00000231192	chr3	NA	-2.50E-01	0	0	0									
OR5H14	ENSG00000236032	chr3	NA	-6.29E-01	0	0	0									
OR5H15	ENSG00000233412	chr3	NA	-8.66E-01	0	0	0									
OR5H2	ENSG00000197938	chr3	NA	-5.95E-01	0	0	0									
OR5H6	ENSG00000230301	chr3	NA	-1.60E+00	0	0	0									
OR5H8	ENSG00000232535	chr3	NA	-2.62E+00	0	0	0									
OR5I1	ENSG00000167825	chr11	NA	-1.28E+00	0	0	0									
OR5J2	ENSG00000174957	chr11	1.37E+00	-1.08E+00	0	0	0									
OR5K1	ENSG00000232382	chr3	1.26E+00	-1.53E+00	0	0	0									
OR5K2	ENSG00000231861	chr3	NA	-7.15E-01	0	0	0									
OR5K3	ENSG00000206536	chr3	NA	-2.50E+00	0	0	0									
OR5K4	ENSG00000196098	chr3	2.06E+00	-1.19E+00	0	0	0									
OR5L1	ENSG00000279395	chr11	NA	-7.19E-01	0	0	0									
OR5L2	ENSG00000205030	chr11	NA	-1.32E+00	0	0	0									
OR5M1	ENSG00000255012	chr11	NA	2.74E-01	0	0	0									
OR5M10	ENSG00000254834	chr11	NA	-2.33E-01	0	0	0									
OR5M11	ENSG00000255223	chr11	NA	-7.74E-01	0	0.031524	0									
OR5M3	ENSG00000174937	chr11	NA	-1.19E-01	0	0	0									
OR5M8	ENSG00000181371	chr11	NA	-1.44E+00	0	0.042106	0									
OR5M9	ENSG00000150269	chr11	NA	-1.75E+00	0	0	0									
OR5P2	ENSG00000183303	chr11	NA	-1.59E+00	0	0	0									
OR5P3	ENSG00000182334	chr11	NA	-8.67E-01	0	0	0									
OR5T1	ENSG00000181698	chr11	2.18E+00	-1.68E+00	0	0	0									
OR5T2	ENSG00000181718	chr11	1.42E+00	-2.28E+00	0	0	0									
OR5T3	ENSG00000172489	chr11	1.56E+00	-7.90E-01	0	0	0									
OR5V1	ENSG00000243729	chr6	NA	1.45E-01	0	0	0									
OR5W2	ENSG00000187612	chr11	NA	-1.96E+00	0	0	0									
OR6A2	ENSG00000184933	chr11	1.68E+00	-7.06E-01	0	0.034587	0									
OR6B1	ENSG00000221813	chr7	1.50E+00	2.25E-02	0	0	0									
OR6B2	ENSG00000182083	chr2	NA	2.42E+00	0	0	0									
OR6B3	ENSG00000178586	chr2	NA	2.32E+00	0	0	0									
OR6C1	ENSG00000205330	chr12	NA	-4.45E-01	0	0.030565	0									
OR6C2	ENSG00000179695	chr12	NA	-1.54E+00	0	0.398809	0									
OR6C3	ENSG00000205329	chr12	NA	-2.73E+00	0	0.064683	0									
OR6C4	ENSG00000179626	chr12	1.92E+00	-2.86E+00	0	0	0									
OR6C6	ENSG00000188324	chr12	NA	-9.84E-01	0	0	0									
OR6C65	ENSG00000205328	chr12	NA	-2.86E-01	0	0	0									
OR6C68	ENSG00000205327	chr12	NA	-1.59E+00	0	0	0									
OR6C70	ENSG00000184954	chr12	NA	-1.79E+00	0	0	0									
OR6C74	ENSG00000197706	chr12	NA	4.28E-02	0	0	0									
OR6C75	ENSG00000187857	chr12	NA	-2.67E-01	0	0.045217	0									
OR6C76	ENSG00000185821	chr12	NA	1.20E-01	0	0.044956	0									
OR6F1	ENSG00000169214	chr1	NA	6.61E-01	0	0	0									
OR6J1	ENSG00000255804	chr14	NA	-4.53E+00	0	0.149691	0									
OR6K2	ENSG00000196171	chr1	NA	-1.01E+00	0	0	0									
OR6K3	ENSG00000203757	chr1	NA	-2.93E-01	0	0	0									
OR6K6	ENSG00000180433	chr1	1.94E+00	-3.68E-01	0	0	0									
OR6M1	ENSG00000196099	chr11	NA	3.04E-01	0	0	0									
OR6N1	ENSG00000197403	chr1	NA	-4.94E-01	0	0	0									
OR6N2	ENSG00000188340	chr1	NA	-4.22E-01	0	0	0									
OR6P1	ENSG00000186440	chr1	1.60E+00	-1.48E+00	0	0	0									
OR6Q1	ENSG00000279051	chr11	NA	-1.16E-01	0	0	0									
OR6S1	ENSG00000181803	chr14	NA	-8.79E-01	0	0	0									
OR6T1	ENSG00000181499	chr11	NA	3.29E-02	0	0	0									
OR6V1	ENSG00000225781	chr7	1.28E+00	6.66E-01	0	0	0									
OR6X1	ENSG00000221931	chr11	NA	4.01E-01	0	0	0									
OR6Y1	ENSG00000197532	chr1	1.30E+01	-1.71E+00	0	0	0									
OR7A10	ENSG00000127515	chr19	NA	2.68E-01	0	0	0									
OR7A17	ENSG00000185385	chr19	NA	-1.11E-02	0	0.061567	0									
OR7A5	ENSG00000188269	chr19	NA	1.29E+00	0	0	0									
OR7C1	ENSG00000127530	chr19	NA	1.29E+00	0	0	0									
OR7C2	ENSG00000127529	chr19	NA	2.91E-01	0	0.215953	0									
OR7D2	ENSG00000188000	chr19	NA	3.07E-01	0	0	0									
OR7D4	ENSG00000174667	chr19	NA	1.28E+00	0	0	0									
OR7E24	ENSG00000237521	chr19	NA	5.32E-01	0	0	0									
OR7G1	ENSG00000161807	chr19	NA	-4.34E-01	0	0	0									
OR7G2	ENSG00000170923	chr19	NA	4.79E-01	0	0	0									
OR7G3	ENSG00000170920	chr19	NA	4.44E-01	0	0	0									
OR8A1	ENSG00000196119	chr11	7.84E-01	4.59E-01	0	0	0									
OR8B12	ENSG00000170953	chr11	NA	-1.44E-01	0	0.194699	0									
OR8B2	ENSG00000284680	chr11	NA	1.65E+00	0	0	0									
OR8B3	ENSG00000284609	chr11	NA	2.19E+00	0	0	0									
OR8B4	ENSG00000280090	chr11	6.13E+00	1.98E-01	0	0	0									
OR8B8	ENSG00000197125	chr11	1.38E+00	-2.09E-01	0	0	0									
OR8D1	ENSG00000196341	chr11	NA	-3.82E-01	0	0.076813	0									
OR8D2	ENSG00000279116	chr11	NA	4.40E-01	0	0.048826	0									
OR8D4	ENSG00000181518	chr11	NA	3.00E-01	0	0	0									
OR8G1	ENSG00000197849	chr11	NA	-3.57E-01	0	0	0									
OR8G2P	ENSG00000181214	chr11	NA	1.06E+00	0	0	0									
OR8G3	ENSG00000255425	chr11	NA	1.03E+00	0	0	0									
OR8G5	ENSG00000255298	chr11	NA	5.51E-01	0	0	0									
OR8H1	ENSG00000181693	chr11	NA	-3.07E-01	0	0	0									
OR8H2	ENSG00000181767	chr11	NA	-6.48E-02	0	0	0									
OR8H3	ENSG00000181761	chr11	NA	-2.26E-01	0	0	0									
OR8I2	ENSG00000172154	chr11	NA	-1.39E+00	0	0	0									
OR8J1	ENSG00000172487	chr11	NA	-5.96E-01	0	0	0									
OR8J2	ENSG00000254658	chr11	NA	-3.40E+00	0	0	0									
OR8J3	ENSG00000167822	chr11	NA	-8.35E-01	0	0	0									
OR8K1	ENSG00000150261	chr11	NA	-9.48E-01	0	0	0									
OR8K3	ENSG00000280314	chr11	NA	-1.79E+00	0	0	0									
OR8K5	ENSG00000181752	chr11	NA	-1.54E+00	0	0	0									
OR8S1	ENSG00000284723	chr12	NA	2.24E-01	0	0	0									
OR8U1	ENSG00000172199	chr11	NA	-1.91E-01	0	0	0									
OR8U3	ENSG00000279961	chr11	NA	-8.75E-01	0	0	0									
OR9A1P	ENSG00000237621	chr7	NA	-6.68E-01	0	0	0									
OR9A2	ENSG00000179468	chr7	1.17E+00	4.36E-01	0	0	0									
OR9A4	ENSG00000258083	chr7	1.43E+00	-2.16E-01	0	0	0									
OR9G1	ENSG00000174914	chr11	2.09E+00	-2.50E+00	0	0.34817	0									
OR9G4	ENSG00000172457	chr11	1.67E+00	-1.28E+00	0	0	0									
OR9I1	ENSG00000172377	chr11	1.17E+00	-1.12E+00	0	0	0									
OR9K2	ENSG00000170605	chr12	1.95E+00	-1.26E+00	0	0.06366	0									
OR9Q1	ENSG00000186509	chr11	NA	1.05E-01	0	0	0									
OR9Q2	ENSG00000186513	chr11	2.68E+00	-1.78E-01	0	0	0									
ORAI1	ENSG00000276045	chr12	1.26E+00	3.59E-01	1	0	0									
ORAI2	ENSG00000160991	chr7	1.05E+00	2.66E+00	0	0	0									
ORAI3	ENSG00000175938	chr16	1.34E+00	-1.78E-01	0	0	0									
ORC1	ENSG00000085840	chr1	7.64E-01	1.21E+00	0	0	0									
ORC2	ENSG00000115942	chr2	6.27E-01	1.74E+00	0	0	0									
ORC3	ENSG00000135336	chr6	9.35E-01	5.18E-01	0	0	0									
ORC4	ENSG00000115947	chr2	1.08E+00	-1.25E-01	0	0	0									
ORC5	ENSG00000164815	chr7	8.67E-01	2.53E-01	0	0.036878	0									
ORC6	ENSG00000091651	chr16	1.40E+00	-8.72E-01	0	0	0									
ORM1	ENSG00000229314	chr9	7.68E-01	1.57E+00	0	0.048809	0									
ORM2	ENSG00000228278	chr9	1.04E+00	-3.85E-01	0	0.054408	0									
ORMDL1	ENSG00000128699	chr2	1.30E+00	4.90E-01	0	0	0									
ORMDL2	ENSG00000123353	chr12	1.35E+00	9.59E-01	0	0.056367	0									
ORMDL3	ENSG00000172057	chr17	9.41E-01	1.38E+00	0	0.412955	0									
OS9	ENSG00000135506	chr12	8.52E-01	1.33E+00	0	0.365298	0									
OSBP	ENSG00000110048	chr11	4.45E-01	5.01E+00	0	0	0									
OSBP2	ENSG00000184792	chr22	8.43E-01	2.25E+00	0	0	0									
OSBPL10	ENSG00000144645	chr3	7.61E-01	8.79E-01	0	0	0									
OSBPL11	ENSG00000144909	chr3	5.23E-01	2.35E+00	0	0	0									
OSBPL1A	ENSG00000141447	chr18	7.03E-01	2.02E+00	0	0	0									
OSBPL2	ENSG00000130703	chr20	4.57E-01	2.67E+00	0	0	0									
OSBPL3	ENSG00000070882	chr7	6.65E-01	1.01E+00	0	0	0									
OSBPL5	ENSG00000021762	chr11	7.78E-01	-2.57E-01	0	0	0									
OSBPL6	ENSG00000079156	chr2	4.94E-01	1.89E+00	0	0	0									
OSBPL7	ENSG00000006025	chr17	7.00E-01	2.84E+00	0	0	0									
OSBPL8	ENSG00000091039	chr12	5.84E-01	3.82E+00	0	0.133157	0									
OSBPL9	ENSG00000117859	chr1	4.88E-01	3.98E+00	0	0.348863	0									
OSCAR	ENSG00000170909	chr19	1.28E+00	2.59E-02	0	0	0									
OSCP1	ENSG00000116885	chr1	1.03E+00	1.39E+00	0	0	0									
OSER1	ENSG00000132823	chr20	8.78E-01	9.27E-01	0	0	0									
OSGEP	ENSG00000092094	chr14	1.16E+00	8.12E-01	0	0	0									
OSGEPL1	ENSG00000128694	chr2	9.70E-01	1.60E+00	0	0	0									
OSGIN1	ENSG00000140961	chr16	1.39E+00	-2.79E+00	0	0	0									
OSGIN2	ENSG00000164823	chr8	5.18E-01	2.36E+00	0	0.421822	0									
OSM	ENSG00000099985	chr22	7.58E-01	3.01E-01	0	0.058535	0									
OSMR	ENSG00000145623	chr5	9.75E-01	6.84E-01	0	0.76838	0									
OSR1	ENSG00000143867	chr2	4.95E-01	1.82E+00	0	0.443914	0									
OSR2	ENSG00000164920	chr8	6.46E-01	2.15E+00	0	0	0									
OST4	ENSG00000228474	chr2	3.67E+00	-3.04E-01	0	0	0									
OSTC	ENSG00000198856	chr4	1.49E+00	1.48E+00	0	0.04447	0									
OSTF1	ENSG00000134996	chr9	1.00E+00	5.83E-01	0	0.074519	0									
OSTM1	ENSG00000081087	chr6	1.02E+00	9.19E-01	1	0.54884	0									
OSTN	ENSG00000188729	chr3	1.30E+00	1.49E-01	0	0.42454	0									
OTC	ENSG00000036473	chrX	2.56E-01	1.75E+00	0	0	0									
OTOA	ENSG00000155719	chr16	7.70E-01	2.06E+00	0	0	0									
OTOF	ENSG00000115155	chr2	1.03E+00	8.58E-01	0	0	0									
OTOG	ENSG00000188162	chr11	1.04E+00	-7.42E-01	0	0	0									
OTOGL	ENSG00000165899	chr12	9.87E-01	-4.27E-01	0	0.193058	0									
OTOL1	ENSG00000182447	chr3	1.67E+00	-1.17E+00	0	0.313329	0									
OTOP1	ENSG00000163982	chr4	1.39E+00	6.01E-01	0	0.415848	0									
OTOP2	ENSG00000183034	chr17	1.12E+00	4.86E-01	0	0	0									
OTOP3	ENSG00000182938	chr17	1.05E+00	-4.21E-01	0	0	0									
OTOR	ENSG00000125879	chr20	1.83E+00	-8.47E-01	0	0.032104	0									
OTOS	ENSG00000178602	chr2	1.76E+00	-1.13E+00	0	0	0									
OTP	ENSG00000171540	chr5	4.70E-01	5.64E-01	0	0	0									
OTUB1	ENSG00000167770	chr11	4.73E-01	1.99E+00	0	0	0									
OTUB2	ENSG00000089723	chr14	1.21E+00	3.71E-01	0	0	0									
OTUD1	ENSG00000165312	chr10	7.70E-01	-1.59E+00	0	0	0									
OTUD3	ENSG00000169914	chr1	7.31E-01	1.27E+00	0	0.763775	0									
OTUD4	ENSG00000164164	chr4	2.59E-01	3.49E+00	0	0.299334	0									
OTUD5	ENSG00000068308	chrX	1.73E-01	5.26E+00	0	0	0									
OTUD6A	ENSG00000189401	chrX	NA	1.54E+00	0	0.121956	0									
OTUD6B	ENSG00000155100	chr8	1.44E+00	-2.57E-01	0	0	0									
OTUD7A	ENSG00000169918	chr15	2.96E-01	1.85E+00	0	0	0									
OTUD7B	ENSG00000264522	chr1	5.51E-01	1.55E+00	0	0	0									
OTULIN	ENSG00000154124	chr5	5.84E-01	2.56E+00	1	0.675109	0									
OTULINL	ENSG00000145569	chr5	1.24E+00	3.19E-01	0	0.80723	0									
OTX1	ENSG00000115507	chr2	4.92E-01	1.35E+00	0	0.16113	0									
OTX2	ENSG00000165588	chr14	3.16E-01	1.51E+00	0	0.568317	0									
OVCA2	ENSG00000262664	chr17	2.17E+00	-1.86E+00	0	0	0									
OVCH1	ENSG00000187950	chr12	1.16E+00	-1.05E-01	0	0.12456	0									
OVCH2	ENSG00000183378	chr11	1.43E+00	-5.18E-01	0	0	0									
OVGP1	ENSG00000085465	chr1	7.49E-01	4.41E-01	0	0	0									
OVOL1	ENSG00000172818	chr11	7.87E-01	1.87E+00	0	0.445331	0									
OVOL2	ENSG00000125850	chr20	1.14E+00	1.05E+00	0	0	0									
OVOL3	ENSG00000105261	chr19	1.70E+00	-2.40E-01	0	0	0									
OXA1L	ENSG00000155463	chr14	1.04E+00	-3.08E-01	0	0	0									
OXCT1	ENSG00000083720	chr5	5.35E-01	3.57E+00	0	0.399625	0									
OXCT2	ENSG00000198754	chr1	NA	6.12E+00	0	0	0									
OXER1	ENSG00000162881	chr2	NA	-6.41E-01	0	0.079861	0									
OXGR1	ENSG00000165621	chr13	1.70E+00	2.02E-01	0	0.510772	0									
OXLD1	ENSG00000204237	chr17	2.92E+00	-1.05E+00	0	0	0									
OXNAD1	ENSG00000154814	chr3	1.38E+00	-6.04E-01	0	0	0									
OXR1	ENSG00000164830	chr8	5.09E-01	1.02E+00	0	0.043838	0									
OXSM	ENSG00000151093	chr3	9.55E-01	-4.86E-02	0	0	0									
OXSR1	ENSG00000172939	chr3	4.23E-01	3.23E+00	0	0	0									
OXT	ENSG00000101405	chr20	1.40E+00	1.18E-01	0	0	0									
OXTR	ENSG00000180914	chr3	1.17E+00	9.21E-01	0	0.388134	0									
P2RX1	ENSG00000108405	chr17	1.08E+00	1.48E+00	0	0	0									
P2RX2	ENSG00000187848	chr12	1.15E+00	-4.21E-01	0	0	0									
P2RX3	ENSG00000109991	chr11	1.03E+00	1.18E+00	0	0	0									
P2RX4	ENSG00000135124	chr12	1.01E+00	3.81E-01	0	0	0									
P2RX5	ENSG00000083454	chr17	1.09E+00	-2.95E-01	0	0	0									
P2RX5-TAX1BP3	ENSG00000257950	chr17	NA	-2.94E-01	0	0	0									
P2RX6	ENSG00000099957	chr22	1.41E+00	4.53E-01	0	0	0									
P2RX7	ENSG00000089041	chr12	1.07E+00	9.74E-01	0	0	0									
P2RY1	ENSG00000169860	chr3	9.59E-01	1.48E+00	0	0	0									
P2RY10	ENSG00000078589	chrX	7.57E-01	8.28E-01	0	0.592958	0									
P2RY11	ENSG00000244165	chr19	3.17E+00	-2.63E+00	0	0.053916	0									
P2RY12	ENSG00000169313	chr3	1.74E+00	1.09E+00	0	0	0									
P2RY13	ENSG00000181631	chr3	NA	1.34E-01	0	0	0									
P2RY14	ENSG00000174944	chr3	6.79E+00	4.71E-01	0	0	0									
P2RY2	ENSG00000175591	chr11	NA	-9.63E-01	0	0	0									
P2RY4	ENSG00000186912	chrX	NA	4.24E-01	0	0	0									
P2RY6	ENSG00000171631	chr11	1.71E+00	1.33E+00	0	0	0									
P2RY8	ENSG00000182162	chrX	1.19E+00	1.58E+00	0	0	0									
P3H1	ENSG00000117385	chr1	1.00E+00	1.17E+00	0	0.28651	0									
P3H2	ENSG00000090530	chr3	1.11E+00	-1.08E+00	0	0.487211	0									
P3H3	ENSG00000110811	chr12	1.01E+00	9.82E-02	0	0	0									
P3H4	ENSG00000141696	chr17	1.13E+00	4.49E-01	0	0	0									
P3R3URF	ENSG00000250719	chr1	1.47E+00	-1.44E-01	0	0	0									
P3R3URF-PIK3R3	ENSG00000278139	chr1	1.21E+00	-9.36E-01	0	0	0									
P4HA1	ENSG00000122884	chr10	4.63E-01	3.28E+00	0	0	0									
P4HA2	ENSG00000072682	chr5	7.65E-01	1.42E+00	0	0.661054	0									
P4HA3	ENSG00000149380	chr11	1.12E+00	4.53E-02	0	0.391327	0									
P4HB	ENSG00000185624	chr17	5.53E-01	1.12E+00	0	0	0									
P4HTM	ENSG00000178467	chr3	7.97E-01	2.50E+00	0	0.039742	0									
PA2G4	ENSG00000170515	chr12	2.71E-01	5.39E+00	0	0.046514	0									
PAAF1	ENSG00000175575	chr11	1.11E+00	1.04E+00	0	0	0									
PABIR1	ENSG00000187866	chr9	4.30E-01	1.86E+00	0	0	0									
PABIR2	ENSG00000156504	chrX	5.76E-01	1.49E+00	0	0	0									
PABIR3	ENSG00000156500	chrX	1.26E+00	1.96E-01	0	0	0									
PABPC1	ENSG00000070756	chr8	1.24E-01	8.19E+00	0	0	0									
PABPC1L	ENSG00000101104	chr20	6.28E-01	1.86E+00	0	0	0									
PABPC1L2A	ENSG00000186288	chrX	NA	NA	0	0	0									
PABPC1L2B	ENSG00000184388	chrX	NA	1.20E+00	0	0	0									
PABPC3	ENSG00000151846	chr13	1.29E+00	2.12E-01	0	0	0									
PABPC4	ENSG00000090621	chr1	3.10E-01	3.55E+00	0	0.044034	0									
PABPC4L	ENSG00000254535	chr4	NA	-1.23E-02	0	0.483802	0									
PABPC5	ENSG00000174740	chrX	9.42E-01	1.44E+00	0	0	0									
PABPN1	ENSG00000100836	chr14	3.15E-01	2.35E+00	0	0	0									
PABPN1L	ENSG00000205022	chr16	1.70E+00	-2.03E+00	0	0	0									
PACC1	ENSG00000065600	chr1	1.14E+00	1.17E+00	0	0	0									
PACRG	ENSG00000112530	chr6	1.33E+00	8.92E-01	0	0.198966	0									
PACRGL	ENSG00000163138	chr4	1.44E+00	-5.99E-01	0	0.123158	0									
PACS1	ENSG00000175115	chr11	2.93E-01	4.98E+00	0	0	0									
PACS2	ENSG00000179364	chr14	4.21E-01	2.72E+00	0	0	0									
PACSIN1	ENSG00000124507	chr6	3.88E-01	2.84E+00	0	0.664038	0									
PACSIN2	ENSG00000100266	chr22	5.47E-01	2.16E+00	0	0	0									
PACSIN3	ENSG00000165912	chr11	8.07E-01	1.01E+00	0	0	0									
PADI1	ENSG00000142623	chr1	1.07E+00	-1.30E+00	0	0	0									
PADI2	ENSG00000117115	chr1	1.05E+00	5.28E-01	0	0	0									
PADI3	ENSG00000142619	chr1	9.32E-01	6.80E-01	0	0	0									
PADI4	ENSG00000159339	chr1	1.02E+00	8.10E-02	0	0.866045	0									
PADI6	ENSG00000276747	chr1	1.04E+00	1.76E-01	0	0.095642	0									
PAEP	ENSG00000122133	chr9	1.67E+00	4.92E-01	0	0	0									
PAF1	ENSG00000006712	chr19	6.11E-01	4.18E+00	0	0	0									
PAFAH1B1	ENSG00000007168	chr17	1.10E-01	4.81E+00	0	0.395238	0									
PAFAH1B2	ENSG00000168092	chr11	5.16E-01	2.35E+00	0	0	0									
PAFAH1B3	ENSG00000079462	chr19	9.47E-01	1.12E+00	0	0	0									
PAFAH2	ENSG00000158006	chr1	1.11E+00	-2.29E-02	0	0	0									
PAG1	ENSG00000076641	chr8	1.03E+00	1.24E+00	0	0.39145	0									
PAGE1	ENSG00000068985	chrX	1.03E+00	-4.00E-01	0	0	0									
PAGE2	ENSG00000234068	chrX	1.57E+00	2.14E-01	0	0	0									
PAGE2B	ENSG00000238269	chrX	1.38E+00	4.06E-01	0	0	0									
PAGE3	ENSG00000204279	chrX	4.12E+00	-2.44E+00	0	0	0									
PAGE4	ENSG00000101951	chrX	5.57E-01	-4.85E-01	0	0	0									
PAGE5	ENSG00000158639	chrX	1.77E+00	6.59E-01	0	0	0									
PAGR1	ENSG00000280789	chr16	1.30E+00	1.28E-01	0	0	0									
PAH	ENSG00000171759	chr12	1.27E+00	-6.63E-01	0	0.556331	0									
PAICS	ENSG00000128050	chr4	8.22E-01	1.92E+00	0	0	0									
PAIP1	ENSG00000172239	chr5	3.97E-01	3.22E+00	0	0	0									
PAIP2	ENSG00000120727	chr5	8.89E-01	1.12E+00	0	0	0									
PAIP2B	ENSG00000124374	chr2	1.22E+00	9.76E-01	0	0	0									
PAK1	ENSG00000149269	chr11	5.87E-01	5.50E+00	0	0.399625	0									
PAK1IP1	ENSG00000111845	chr6	8.03E-01	1.12E+00	0	0	0									
PAK2	ENSG00000180370	chr3	4.59E-01	5.36E+00	0	0.032495	0									
PAK3	ENSG00000077264	chrX	2.23E-01	4.32E+00	0	0	0									
PAK4	ENSG00000130669	chr19	1.16E+00	3.91E-01	0	0	0									
PAK5	ENSG00000101349	chr20	3.69E-01	1.69E+00	0	0	0									
PAK6	ENSG00000137843	chr15	7.26E-01	8.38E-01	0	0	0									
PALB2	ENSG00000083093	chr16	9.18E-01	6.72E-02	1	0	0.570319									
PALD1	ENSG00000107719	chr10	7.40E-01	1.02E+00	0	0	0									
PALLD	ENSG00000129116	chr4	6.11E-01	1.20E+00	0	0.430838	0									
PALM	ENSG00000099864	chr19	8.71E-01	4.78E-01	0	0.136178	0									
PALM2AKAP2	ENSG00000157654	chr9	6.80E-01	-3.98E-01	0	0.546764	0									
PALM3	ENSG00000187867	chr19	1.04E+00	8.02E-01	0	0	0									
PALMD	ENSG00000099260	chr1	9.67E-01	-2.73E-01	0	0.454737	0									
PALS1	ENSG00000072415	chr14	5.30E-01	1.82E+00	0	0	0									
PALS2	ENSG00000105926	chr7	6.04E-01	1.44E+00	0	0	0									
PAM	ENSG00000145730	chr5	7.18E-01	9.64E-01	0	0.6043	0									
PAM16	ENSG00000217930	chr16	1.02E+00	-1.11E+00	0	0	0									
PAMR1	ENSG00000149090	chr11	1.28E+00	-2.15E-01	0	0.041449	0									
PAN2	ENSG00000135473	chr12	6.24E-01	5.05E+00	0	0.27612	0									
PAN3	ENSG00000152520	chr13	2.90E-01	2.90E+00	0	0.107462	0									
PANK1	ENSG00000152782	chr10	6.65E-01	2.48E+00	0	0.096445	0									
PANK2	ENSG00000125779	chr20	1.10E+00	3.02E-01	0	0	0									
PANK3	ENSG00000120137	chr5	7.37E-01	3.51E+00	0	0.189297	0									
PANK4	ENSG00000157881	chr1	5.92E-01	1.90E+00	0	0.203832	0									
PANX1	ENSG00000110218	chr11	1.05E+00	-6.33E-01	0	0.533212	0									
PANX2	ENSG00000073150	chr22	1.05E+00	1.35E+00	0	0	0									
PANX3	ENSG00000154143	chr11	8.47E-01	1.15E+00	0	0	0									
PAOX	ENSG00000148832	chr10	1.28E+00	3.04E-01	0	0	0									
PAPLN	ENSG00000100767	chr14	1.05E+00	2.44E-01	0	0	0									
PAPOLA	ENSG00000090060	chr14	2.30E-01	5.04E+00	0	0.099899	0									
PAPOLB	ENSG00000218823	chr7	1.20E+00	-6.91E-01	0	0	0									
